identifier,id_type,n_accounts,n_open,accounts,locations,suppliers,account_styles,replaced_on,months_with_kwh,overlap_months,surplus_kwh,surplus_tco2e,classification
QB07736452,NMI,2,1,7099513421_QB07736452 | 400030619011_QB07736452,Kunda Park | Kunda Park,AGL | Origin,Electricity Small Market | Electricity Small Market,open | 18 Jul 2021,"Mar26,Apr26,May26,Jun26,Jul26,Aug26 | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
QB08302529,NMI,3,1,7099510773_QB08302529 | 1707586193_QB08302529 | 400027127069_QB08302529,Utilita - Archerfield | Utilita - Archerfield | Utilita - Archerfield,AGL | EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market | Electricity Small Market,open | 11 Jul 2023 | 06 Jul 2021,none | none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
QB08570591,NMI,2,0,400033493471_QB08570591 | EW059872_QB08570591,"_CLOSED_AE Smith - Eagle Farm, Harvey St | _CLOSED_AE Smith - Eagle Farm, Harvey St",Origin | QEnergy,Electricity Small Market | Electricity Small Market,04 Feb 2021 | 11 May 2020,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
QB09565256,NMI,2,0,8814760415_QB09565256 | 400016936546_QB09565256,Kunda Park | Kunda Park,EnergyAustralia | Origin,Electricity Small Market | Electricity Small Market,12 Jul 2023 | 12 Jul 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
QB13869604,NMI,2,1,7051765779_QB13869604 | 7101031974_QB13869604,AE Smith - Molendinar | AE Smith - Molendinar,AGL | AGL,Electricity Small Market | Electricity Small Market,27 Aug 2023 | open,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
QGGG000010,NMI,5,1,50002618000_QGGG000010 | 1003077_QGGG000010 | 5000021_QGGG000010 | 900018200_QGGG000010 | DOWN001_QGGG000010,Maryborough | Maryborough | Maryborough | Maryborough | Maryborough,Origin | CSEnergy | CSEnergy | EngieAU | InterGen,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | 30 Jun 2026 | 31 Mar 2026 | open | 30 Jun 2020,"none | Apr26,May26,Jun26 | Mar26 | Jul26,Aug26 | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
QGGG000320,NMI,4,0,50002618013_QGGG000320 | 1003082_QGGG000320 | 5000021_QGGG000320 | DOWN001_QGGG000320,Maryborough | Maryborough | Maryborough | Maryborough,Origin | CSEnergy | CSEnergy | InterGen,Electricity Large Market | Electricity Small Market | Electricity Small Market | Electricity Small Market,30 Jun 2023 | 30 Jun 2026 | 31 Mar 2026 | 30 Jun 2020,"none | Apr26,May26,Jun26 | Mar26 | none",,0,0.0,Legitimate succession - closed predecessor plus live replacement
VAAA000012,NMI,2,0,SPFS02_010_VAAA000012 | 50002649091_VAAA000012,_CLOSED_Laundry - Northcote (VIC) | _CLOSED_Laundry - Northcote (VIC),ERM | Origin,Electricity Large Market | Electricity Small Market,30 Jun 2020 | 30 Jun 2021,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
VAAA000428,NMI,2,0,SPFS02_015_VAAA000428 | 50002646135_VAAA000428,Remediation Site_Laundry - Abbotsford (VIC) | Remediation Site_Laundry - Abbotsford (VIC),ShellEnergyAU | Origin,Electricity Large Market | Electricity Small Market,30 Jun 2020 | 31 Aug 2020,none | none,,0,0.0,Legitimate succession - closed predecessor plus live replacement
VBBB002698,NMI,3,1,DEDI01_VBBB002698 | 50002646143_VBBB002698 | 900018213_VBBB002698,Asphalt Prod - Wodonga (315) | Asphalt Prod - Wodonga (315) | Asphalt Prod - Wodonga (315),ERM | Origin | EngieAU,Electricity Large Market | Electricity Large Market | Electricity Small Market,30 Jun 2020 | 30 Jun 2026 | open,"none | Mar26,Apr26,May26,Jun26 | Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
VDDD001226,NMI,3,1,50002646145_VDDD001226 | DEDI01_VDDD001226 | 900018216_VDDD001226,Somerton Emulsion Plant | Somerton Rail Depot | Somerton Emulsion Plant,Origin | ShellEnergyAU | EngieAU,Electricity Large Market | Electricity Large Market | Electricity Small Market,30 Jun 2026 | 30 Jun 2020 | open,"Mar26,Apr26,May26,Jun26 | none | Jul26,Aug26",,0,0.0,Legitimate succession - closed predecessor plus live replacement
