Page,Section,SubSection,EmissionsFactorLabel,Unit,UUID,Type,Assumptions,GHG,EmissionFactor,Uncertainties
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Forest Growth - Planted Forests - Approach Two: Averaging Accounting,All planted forest above the long-term average age,ha,7b3282a5-ea6a-44e8-a371-77095ce0b165,All planted forest above the long-term average age,,GHG_TOTAL_KGCO2_e,0,
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Forest Growth - Planted Forests - Approach Two: Averaging Accounting,All planted forests - First rotation (Age 23 years and under),ha,b563f2e9-5c43-4a7d-85e3-52f77a2b92ed,All planted forests - First rotation (Age 23 years and under),,GHG_TOTAL_KGCO2_e,-35140.4,13.30%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Forest Growth - Planted Forests - Approach Two: Averaging Accounting,Other Softwoods - First rotation (Age 29 years and under),ha,353bebe3-9d1d-4718-8805-0ef223996c5b,Other Softwoods - First rotation (Age 29 years and under),,GHG_TOTAL_KGCO2_e,-29956.4,23.10%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Forest Growth - Planted Forests - Approach Two: Averaging Accounting,Pinus radiata - First rotation (Age 23 years and under),ha,af9d53fd-d466-49d1-a9c5-7ba2d6f4cf2d,Pinus radiata - First rotation (Age 23 years and under),,GHG_TOTAL_KGCO2_e,-36530,13.20%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Natural Forests,Post-1989 Regenerating natural forest: Deforestation,ha,21ac487d-a52b-492a-9436-d910cb60b565,Post-1989 Regenerating natural forest: Deforestation,,GHG_CO2_KGCO2_e,141350,27%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Natural Forests,Post-1989 Regenerating natural forest: Deforestation,ha,21ac487d-a52b-492a-9436-d910cb60b565,Post-1989 Regenerating natural forest: Deforestation,,GHG_TOTAL_KGCO2_e,141350,27%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Natural Forests,Pre-1990 Regenerating natural forest: Deforestation,ha,af1d6491-fb6f-41b0-be94-a3271e26cd56,Pre-1990 Regenerating natural forest: Deforestation,,GHG_CO2_KGCO2_e,281860,27.20%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Natural Forests,Pre-1990 Regenerating natural forest: Deforestation,ha,af1d6491-fb6f-41b0-be94-a3271e26cd56,Pre-1990 Regenerating natural forest: Deforestation,,GHG_TOTAL_KGCO2_e,281860,27.20%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Natural Forests,Pre-1990 Tall natural forest: Deforestation,ha,54bdb3da-e3e1-4609-bbbf-ceab79e18fcc,Pre-1990 Tall natural forest: Deforestation,,GHG_CO2_KGCO2_e,898535,21%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Natural Forests,Pre-1990 Tall natural forest: Deforestation,ha,54bdb3da-e3e1-4609-bbbf-ceab79e18fcc,Pre-1990 Tall natural forest: Deforestation,,GHG_TOTAL_KGCO2_e,898535,21%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach One: Stock Change Accounting,All Planted forests: Harvest or Deforestation,ha,3701f857-e21a-4e81-931b-23275c9fab69,All Planted forests: Harvest or Deforestation,,GHG_CO2_KGCO2_e,982128,21.80%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach One: Stock Change Accounting,All Planted forests: Harvest or Deforestation,ha,3701f857-e21a-4e81-931b-23275c9fab69,All Planted forests: Harvest or Deforestation,,GHG_TOTAL_KGCO2_e,982128,21.80%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach One: Stock Change Accounting,All hardwoods: Harvest or Deforestation,ha,f1ee9e2f-d551-48e3-a86f-b3f1023cce6a,All hardwoods: Harvest or Deforestation,,GHG_CO2_KGCO2_e,787212,146.10%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach One: Stock Change Accounting,All hardwoods: Harvest or Deforestation,ha,f1ee9e2f-d551-48e3-a86f-b3f1023cce6a,All hardwoods: Harvest or Deforestation,,GHG_TOTAL_KGCO2_e,787212,146.10%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach One: Stock Change Accounting,Other Softwoods: Harvest or Deforestation,ha,9f1bf514-fd7f-42f0-8118-e5bf52990f10,Other Softwoods: Harvest or Deforestation,,GHG_CO2_KGCO2_e,1198250,28.90%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach One: Stock Change Accounting,Other Softwoods: Harvest or Deforestation,ha,9f1bf514-fd7f-42f0-8118-e5bf52990f10,Other Softwoods: Harvest or Deforestation,,GHG_TOTAL_KGCO2_e,1198250,28.90%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach One: Stock Change Accounting,Pinus radiata: Harvest or Deforestation,ha,ed3d991d-7ad2-49ff-abf3-adc2b7fb2726,Pinus radiata: Harvest or Deforestation,,GHG_CO2_KGCO2_e,1022840,21.80%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach One: Stock Change Accounting,Pinus radiata: Harvest or Deforestation,ha,ed3d991d-7ad2-49ff-abf3-adc2b7fb2726,Pinus radiata: Harvest or Deforestation,,GHG_TOTAL_KGCO2_e,1022840,21.80%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach Two: Averaging Accounting,All Planted forests: Deforestation,ha,ce6eb83b-8c0d-4803-9141-5a246b867723,All Planted forests: Deforestation,,GHG_CO2_KGCO2_e,982128,21.80%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach Two: Averaging Accounting,All Planted forests: Deforestation,ha,ce6eb83b-8c0d-4803-9141-5a246b867723,All Planted forests: Deforestation,,GHG_TOTAL_KGCO2_e,982128,21.80%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach Two: Averaging Accounting,All hardwoods: Deforestation,ha,580ee618-1200-4dc1-bb1b-a67dfd9e6597,All hardwoods: Deforestation,,GHG_CO2_KGCO2_e,787212,146.10%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach Two: Averaging Accounting,All hardwoods: Deforestation,ha,580ee618-1200-4dc1-bb1b-a67dfd9e6597,All hardwoods: Deforestation,,GHG_TOTAL_KGCO2_e,787212,146.10%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach Two: Averaging Accounting,Other Softwoods: Deforestation,ha,4831e41d-2491-4247-b5bb-69a13fde9af2,Other Softwoods: Deforestation,,GHG_CO2_KGCO2_e,1198250,28.90%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach Two: Averaging Accounting,Other Softwoods: Deforestation,ha,4831e41d-2491-4247-b5bb-69a13fde9af2,Other Softwoods: Deforestation,,GHG_TOTAL_KGCO2_e,1198250,28.90%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach Two: Averaging Accounting,Pinus radiata: Deforestation,ha,3d2f97b1-4026-4bc8-8e4a-af2bb0d0ebb2,Pinus radiata: Deforestation,,GHG_CO2_KGCO2_e,1022840,21.80%
"Agriculture, forestry and other land uses","Land Use, Land-Use Change, and Forestry",Land-Use Change - Planted Forests - Approach Two: Averaging Accounting,Pinus radiata: Deforestation,ha,3d2f97b1-4026-4bc8-8e4a-af2bb0d0ebb2,Pinus radiata: Deforestation,,GHG_TOTAL_KGCO2_e,1022840,21.80%
"Agriculture, forestry and other land uses",Manure management,Manure management,Alpaca and llama,per head,7f1ae5a8-baa3-4616-bbe1-600058c840cc,Alpaca and llama,,GHG_CH4_KGCO2_e,2.77515,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Alpaca and llama,per head,7f1ae5a8-baa3-4616-bbe1-600058c840cc,Alpaca and llama,,GHG_CO2_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Alpaca and llama,per head,7f1ae5a8-baa3-4616-bbe1-600058c840cc,Alpaca and llama,,GHG_N2O_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Alpaca and llama,per head,7f1ae5a8-baa3-4616-bbe1-600058c840cc,Alpaca and llama,,GHG_TOTAL_KGCO2_e,2.77515,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Dairy cattle,per head,09b400e8-0dc6-4bc7-88af-c09574d54f6d,Dairy cattle,,GHG_CH4_KGCO2_e,233.758,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Dairy cattle,per head,09b400e8-0dc6-4bc7-88af-c09574d54f6d,Dairy cattle,,GHG_CO2_KGCO2_e,0,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Dairy cattle,per head,09b400e8-0dc6-4bc7-88af-c09574d54f6d,Dairy cattle,,GHG_N2O_KGCO2_e,14.3885,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Dairy cattle,per head,09b400e8-0dc6-4bc7-88af-c09574d54f6d,Dairy cattle,,GHG_TOTAL_KGCO2_e,248.146,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Deer,per head,d7fa7ac4-8dcf-424b-96fa-943df27fb9b2,Deer,,GHG_CH4_KGCO2_e,7.47015,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Deer,per head,d7fa7ac4-8dcf-424b-96fa-943df27fb9b2,Deer,,GHG_CO2_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Deer,per head,d7fa7ac4-8dcf-424b-96fa-943df27fb9b2,Deer,,GHG_N2O_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Deer,per head,d7fa7ac4-8dcf-424b-96fa-943df27fb9b2,Deer,,GHG_TOTAL_KGCO2_e,7.47015,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Emus and Ostriches,per head,268e665e-a8b6-4de6-b054-bb9dd132c8bf,Emus and Ostriches,,GHG_CH4_KGCO2_e,165.11,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Emus and Ostriches,per head,268e665e-a8b6-4de6-b054-bb9dd132c8bf,Emus and Ostriches,,GHG_CO2_KGCO2_e,0,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Emus and Ostriches,per head,268e665e-a8b6-4de6-b054-bb9dd132c8bf,Emus and Ostriches,,GHG_N2O_KGCO2_e,19.08,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Emus and Ostriches,per head,268e665e-a8b6-4de6-b054-bb9dd132c8bf,Emus and Ostriches,,GHG_TOTAL_KGCO2_e,184.19,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Goats,per head,ff7e6b8e-4115-44fd-82ae-71711327325f,Goats,,GHG_CH4_KGCO2_e,2.09714,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Goats,per head,ff7e6b8e-4115-44fd-82ae-71711327325f,Goats,,GHG_CO2_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Goats,per head,ff7e6b8e-4115-44fd-82ae-71711327325f,Goats,,GHG_N2O_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Goats,per head,ff7e6b8e-4115-44fd-82ae-71711327325f,Goats,,GHG_TOTAL_KGCO2_e,2.09714,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Horses,per head,4df1f09d-fcb7-4754-bebf-c1ebc1f77fdf,Horses,,GHG_CH4_KGCO2_e,13.0615,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Horses,per head,4df1f09d-fcb7-4754-bebf-c1ebc1f77fdf,Horses,,GHG_CO2_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Horses,per head,4df1f09d-fcb7-4754-bebf-c1ebc1f77fdf,Horses,,GHG_N2O_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Horses,per head,4df1f09d-fcb7-4754-bebf-c1ebc1f77fdf,Horses,,GHG_TOTAL_KGCO2_e,13.0615,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Mules and asses,per head,2095a3c4-de57-4fca-83f3-ef481e6825fa,Mules and asses,,GHG_CH4_KGCO2_e,5.73955,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Mules and asses,per head,2095a3c4-de57-4fca-83f3-ef481e6825fa,Mules and asses,,GHG_CO2_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Mules and asses,per head,2095a3c4-de57-4fca-83f3-ef481e6825fa,Mules and asses,,GHG_N2O_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Mules and asses,per head,2095a3c4-de57-4fca-83f3-ef481e6825fa,Mules and asses,,GHG_TOTAL_KGCO2_e,5.73955,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Non-dairy cattle,per head,6c552145-ac0c-4013-998c-d9d513612c05,Non-dairy cattle,,GHG_CH4_KGCO2_e,26.7351,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Non-dairy cattle,per head,6c552145-ac0c-4013-998c-d9d513612c05,Non-dairy cattle,,GHG_CO2_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Non-dairy cattle,per head,6c552145-ac0c-4013-998c-d9d513612c05,Non-dairy cattle,,GHG_N2O_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Non-dairy cattle,per head,6c552145-ac0c-4013-998c-d9d513612c05,Non-dairy cattle,,GHG_TOTAL_KGCO2_e,26.7351,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Poultry,per head,25b87cae-0c8b-47d2-8684-7357b27ecc01,Poultry,,GHG_CH4_KGCO2_e,0.81371,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Poultry,per head,25b87cae-0c8b-47d2-8684-7357b27ecc01,Poultry,,GHG_CO2_KGCO2_e,0,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Poultry,per head,25b87cae-0c8b-47d2-8684-7357b27ecc01,Poultry,,GHG_N2O_KGCO2_e,0.821652,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Poultry,per head,25b87cae-0c8b-47d2-8684-7357b27ecc01,Poultry,,GHG_TOTAL_KGCO2_e,1.63536,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Sheep,per head,b90fb9ef-af86-4c6d-8d0d-5eca97862323,Sheep,,GHG_CH4_KGCO2_e,3.77235,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Sheep,per head,b90fb9ef-af86-4c6d-8d0d-5eca97862323,Sheep,,GHG_CO2_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Sheep,per head,b90fb9ef-af86-4c6d-8d0d-5eca97862323,Sheep,,GHG_N2O_KGCO2_e,0,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Sheep,per head,b90fb9ef-af86-4c6d-8d0d-5eca97862323,Sheep,,GHG_TOTAL_KGCO2_e,3.77235,CH4 20%
"Agriculture, forestry and other land uses",Manure management,Manure management,Swine,per head,8e586bac-a77e-45e2-89b9-088c623e9099,Swine,,GHG_CH4_KGCO2_e,165.346,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Swine,per head,8e586bac-a77e-45e2-89b9-088c623e9099,Swine,,GHG_CO2_KGCO2_e,0,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Swine,per head,8e586bac-a77e-45e2-89b9-088c623e9099,Swine,,GHG_N2O_KGCO2_e,22.0349,CH4 20% / N2O 100%
"Agriculture, forestry and other land uses",Manure management,Manure management,Swine,per head,8e586bac-a77e-45e2-89b9-088c623e9099,Swine,,GHG_TOTAL_KGCO2_e,187.381,CH4 20% / N2O 100%
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Domestic,tkm,70fce637-0595-41a8-b4b2-8aad05e489d8,Freight flights: Domestic,,GHG_CH4_KGCO2_e,0.00393,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Domestic,tkm,70fce637-0595-41a8-b4b2-8aad05e489d8,Freight flights: Domestic,,GHG_CO2_KGCO2_e,4.57703,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Domestic,tkm,70fce637-0595-41a8-b4b2-8aad05e489d8,Freight flights: Domestic,,GHG_N2O_KGCO2_e,0.02301,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Domestic,tkm,70fce637-0595-41a8-b4b2-8aad05e489d8,Freight flights: Domestic,,GHG_TOTAL_KGCO2_e,4.60397,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Long haul,tkm,ee43d1b5-7720-4c17-b4bb-fc8b42cfff8d,Freight flights: Long haul,,GHG_CH4_KGCO2_e,0.00006,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Long haul,tkm,ee43d1b5-7720-4c17-b4bb-fc8b42cfff8d,Freight flights: Long haul,,GHG_CO2_KGCO2_e,0.89392,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Long haul,tkm,ee43d1b5-7720-4c17-b4bb-fc8b42cfff8d,Freight flights: Long haul,,GHG_N2O_KGCO2_e,0.00542,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Long haul,tkm,ee43d1b5-7720-4c17-b4bb-fc8b42cfff8d,Freight flights: Long haul,,GHG_TOTAL_KGCO2_e,0.89939,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Short haul,tkm,f204c84b-4f78-47b0-b878-9ea08562c3cb,Freight flights: Short haul,,GHG_CH4_KGCO2_e,0.00008,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Short haul,tkm,f204c84b-4f78-47b0-b878-9ea08562c3cb,Freight flights: Short haul,,GHG_CO2_KGCO2_e,1.27005,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Short haul,tkm,f204c84b-4f78-47b0-b878-9ea08562c3cb,Freight flights: Short haul,,GHG_N2O_KGCO2_e,0.00822,Unknown
Freight Transport,Air Freight,With radiative forcing multiplier,Freight flights: Short haul,tkm,f204c84b-4f78-47b0-b878-9ea08562c3cb,Freight flights: Short haul,,GHG_TOTAL_KGCO2_e,1.27835,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Domestic,tkm,70fce637-0595-41a8-b4b2-8aad05e489d8:2,Freight flights: Domestic,,GHG_CH4_KGCO2_e,0.00393,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Domestic,tkm,70fce637-0595-41a8-b4b2-8aad05e489d8:2,Freight flights: Domestic,,GHG_CO2_KGCO2_e,2.69237,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Domestic,tkm,70fce637-0595-41a8-b4b2-8aad05e489d8:2,Freight flights: Domestic,,GHG_N2O_KGCO2_e,0.02301,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Domestic,tkm,70fce637-0595-41a8-b4b2-8aad05e489d8:2,Freight flights: Domestic,,GHG_TOTAL_KGCO2_e,2.71931,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Long haul,tkm,ee43d1b5-7720-4c17-b4bb-fc8b42cfff8d:2,Freight flights: Long haul,,GHG_CH4_KGCO2_e,0.00006,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Long haul,tkm,ee43d1b5-7720-4c17-b4bb-fc8b42cfff8d:2,Freight flights: Long haul,,GHG_CO2_KGCO2_e,0.52583,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Long haul,tkm,ee43d1b5-7720-4c17-b4bb-fc8b42cfff8d:2,Freight flights: Long haul,,GHG_N2O_KGCO2_e,0.00542,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Long haul,tkm,ee43d1b5-7720-4c17-b4bb-fc8b42cfff8d:2,Freight flights: Long haul,,GHG_TOTAL_KGCO2_e,0.5313,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Short haul,tkm,f204c84b-4f78-47b0-b878-9ea08562c3cb:2,Freight flights: Short haul,,GHG_CH4_KGCO2_e,0.00008,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Short haul,tkm,f204c84b-4f78-47b0-b878-9ea08562c3cb:2,Freight flights: Short haul,,GHG_CO2_KGCO2_e,0.74709,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Short haul,tkm,f204c84b-4f78-47b0-b878-9ea08562c3cb:2,Freight flights: Short haul,,GHG_N2O_KGCO2_e,0.00822,Unknown
Freight Transport,Air Freight,Without radiative forcing multiplier,Freight flights: Short haul,tkm,f204c84b-4f78-47b0-b878-9ea08562c3cb:2,Freight flights: Short haul,,GHG_TOTAL_KGCO2_e,0.75539,Unknown
Freight Transport,Domestic Coastal Freight,Domestic Coastal Freight,Container freight,tkm,7bdb28fe-785b-4514-a265-3d1a435a42c5,Container freight,Heavy fuel oil is the shipping fuel used,GHG_CH4_KGCO2_e,0.000113858,Unknown
Freight Transport,Domestic Coastal Freight,Domestic Coastal Freight,Container freight,tkm,7bdb28fe-785b-4514-a265-3d1a435a42c5,Container freight,Heavy fuel oil is the shipping fuel used,GHG_CO2_KGCO2_e,0.0455783,Unknown
Freight Transport,Domestic Coastal Freight,Domestic Coastal Freight,Container freight,tkm,7bdb28fe-785b-4514-a265-3d1a435a42c5,Container freight,Heavy fuel oil is the shipping fuel used,GHG_N2O_KGCO2_e,0.000307881,Unknown
